-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 01/01/2023 
Location: Latitude  24.87   Longitude 67.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) 
WS10M_RANGE           MERRA-2 Wind Speed at 10 Meters Range (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M_RANGE,WS10M_RANGE
2015,1,1,4.22,10.81,3.48
2015,1,2,3.54,11.73,4.6
2015,1,3,3.86,9.19,3.36
2015,1,4,4.12,10.48,1.41
2015,1,5,4.4,9.82,3.51
2015,1,6,4.53,8.47,2.41
2015,1,7,4.2,9.66,3.15
2015,1,8,4.21,10.59,2.31
2015,1,9,4.27,8.57,2.23
2015,1,10,4.31,10.08,2.78
2015,1,11,4.47,8.86,2.76
2015,1,12,4.72,8.61,1.38
2015,1,13,4.25,9.03,3.29
2015,1,14,4.11,9.95,3.27
2015,1,15,4.14,11.02,2.5
2015,1,16,4.37,10.46,3.22
2015,1,17,4.58,10.53,3.62
2015,1,18,4.69,10.35,3.25
2015,1,19,4.69,10.95,3.27
2015,1,20,3.16,8.24,2.35
2015,1,21,3.75,6.38,2.89
2015,1,22,4.37,7.38,3.97
2015,1,23,4.29,8.88,4.58
2015,1,24,4.45,8.61,4.05
2015,1,25,4.53,8.9,2.67
2015,1,26,4.5,8.52,2.59
2015,1,27,4.88,9.84,5.36
2015,1,28,4.93,10.44,5.09
2015,1,29,4.87,9.95,1.86
2015,1,30,5.07,11.66,4.65
2015,1,31,5.05,10.02,4.42
2015,2,1,4.27,6.98,2.38
2015,2,2,4.23,6.91,4.82
2015,2,3,4.67,9.74,5.58
2015,2,4,5.08,10.48,3.61
2015,2,5,5.21,11.48,4.51
2015,2,6,5.08,8.55,3.22
2015,2,7,5.21,6.22,2.66
2015,2,8,5.28,10.09,4.12
2015,2,9,5.16,10.77,2.23
2015,2,10,5.23,11.62,4.88
2015,2,11,5.22,9.18,2.67
2015,2,12,5.21,10.6,2.41
2015,2,13,5.33,8.15,1.88
2015,2,14,5.19,10.19,3.29
2015,2,15,5.5,8.09,3.46
2015,2,16,5.75,9.33,3.62
2015,2,17,5.41,10.32,4.52
2015,2,18,5.52,9.27,3.22
2015,2,19,5.33,8.17,3.68
2015,2,20,5.36,9.95,3.25
2015,2,21,5.52,12.76,5.54
2015,2,22,4.98,10.94,4.81
2015,2,23,5.13,6.02,6.32
2015,2,24,5.57,7.12,4.15
2015,2,25,6.2,11.03,3.8
2015,2,26,6.22,11.34,1.59
2015,2,27,5.85,9.39,3.56
2015,2,28,3.1,6.38,8.29
2015,3,1,5.29,7.7,6.05
2015,3,2,5.52,7.52,4.66
2015,3,3,6.33,7.86,1.7
2015,3,4,5.92,7.76,3.62
2015,3,5,5.96,6.89,2.11
2015,3,6,5.9,7.98,4.56
2015,3,7,5.42,9.34,4.43
2015,3,8,6.07,14.22,4.62
2015,3,9,6.3,13.32,4.94
2015,3,10,6.43,11.97,5.8
2015,3,11,6.2,11.42,4.51
2015,3,12,6.11,10.93,6.78
2015,3,13,4.91,9.59,3.38
2015,3,14,6.06,6.26,1.92
2015,3,15,6.34,8.2,3.31
2015,3,16,6.73,10.62,5.15
2015,3,17,6.63,10.02,2.7
2015,3,18,6.67,10.12,4.55
2015,3,19,6.44,9.39,3.9
2015,3,20,6.36,9.44,2.67
2015,3,21,6.5,11.31,4.51
2015,3,22,5.98,11.23,3.85
2015,3,23,6.73,10.93,4.1
2015,3,24,6.5,10.25,3.42
2015,3,25,6.04,13.07,4.56
2015,3,26,5.04,12.57,3.65
2015,3,27,6.42,12.23,4.27
2015,3,28,5.65,7.77,4.62
2015,3,29,6.32,8.98,4.09
2015,3,30,7.34,11.59,5.23
2015,3,31,7.04,9.3,3.22
2015,4,1,5.84,7.77,4.33
2015,4,2,6.36,6.51,3.55
2015,4,3,5.05,5.53,5.12
2015,4,4,5.01,7.09,2.91
2015,4,5,5.81,8.33,2.25
2015,4,6,6.39,9.63,2.24
2015,4,7,6.33,11.06,2.52
2015,4,8,6.26,12.74,4.29
2015,4,9,6.33,11.92,3.88
2015,4,10,6.45,9.92,3.93
2015,4,11,6.4,9.53,4.51
2015,4,12,6.43,11.84,3.55
2015,4,13,6.91,12.18,4.54
2015,4,14,6.97,11.37,5.72
2015,4,15,7.06,11.84,6.07
2015,4,16,6.9,11.51,4.25
2015,4,17,6.85,9.01,3.24
2015,4,18,6.76,9.14,3.24
2015,4,19,7.15,9.2,5.08
2015,4,20,6.46,10.91,3.8
2015,4,21,7.29,11.13,4.27
2015,4,22,7.47,10.58,4.17
2015,4,23,7.58,9.59,5.08
2015,4,24,7.49,11.79,4.05
2015,4,25,7.2,9.34,2.85
2015,4,26,7.06,8.95,3.6
2015,4,27,5.18,10.27,5.38
2015,4,28,6.43,12.12,5.56
2015,4,29,7.05,10.43,3.62
2015,4,30,7.09,11.76,3.56
2015,5,1,7.29,12.79,4.52
2015,5,2,7.47,12.77,3.56
2015,5,3,7.38,10.5,2.88
2015,5,4,7.4,9.43,2.99
2015,5,5,7.19,10.87,3.45
2015,5,6,7.34,8.57,3.66
2015,5,7,6.61,4.58,3.67
2015,5,8,6.97,5.2,5.04
2015,5,9,6.5,6.93,4.38
2015,5,10,6.52,6.48,3.17
2015,5,11,6.25,7.91,2.89
2015,5,12,6.55,10.38,4.77
2015,5,13,6.78,9.91,3.33
2015,5,14,6.93,9.95,3.5
2015,5,15,7.33,9.16,3.87
2015,5,16,7.52,7.39,5.14
2015,5,17,7.44,6.25,2.27
2015,5,18,6.76,6.2,2.97
2015,5,19,6.76,6.16,2.49
2015,5,20,6.7,7.12,2.09
2015,5,21,7.18,8.3,3.34
2015,5,22,7.57,7.34,4.55
2015,5,23,7.49,6.78,5.46
2015,5,24,6.92,8.48,4.62
2015,5,25,6.69,7.47,4.28
2015,5,26,6.33,6.98,2.47
2015,5,27,6.65,5.31,2.88
2015,5,28,6.97,6.59,4.3
2015,5,29,7.2,8.42,2.63
2015,5,30,6.96,7.67,2.01
2015,5,31,7.05,9.16,2.75
2015,6,1,7.04,11.57,3.03
2015,6,2,6.34,11.18,4.7
2015,6,3,6.49,7.02,4.34
2015,6,4,6.87,7.02,4.62
2015,6,5,6.98,6.62,3.55
2015,6,6,7.21,6.99,1.91
2015,6,7,7.39,7.2,2.7
2015,6,8,4.49,8.71,4.4
2015,6,9,7.17,4.92,6.17
2015,6,10,7.47,5.45,3.22
2015,6,11,7.61,5.38,2.52
2015,6,12,7.22,6.04,3.38
2015,6,13,6.61,5.61,1.12
2015,6,14,6.98,4.9,1.69
2015,6,15,7.12,5.2,2.8
2015,6,16,6.76,5.9,1.64
2015,6,17,6.88,6.79,0.9
2015,6,18,6.91,8.28,3.59
2015,6,19,6.76,8.32,4.04
2015,6,20,6.39,5.16,5.3
2015,6,21,6.07,8.16,3.6
2015,6,22,6.52,6.77,4.28
2015,6,23,6.7,5.91,4.87
2015,6,24,5.39,4.83,3.66
2015,6,25,5.3,6.88,3.91
2015,6,26,5.98,6.09,2.81
2015,6,27,6.79,6.41,1.84
2015,6,28,5.95,7.4,2.91
2015,6,29,6.26,6.07,2.6
2015,6,30,6.36,4.61,3.05
2015,7,1,5.37,4.62,2.2
2015,7,2,5.8,4.63,2.81
2015,7,3,6.27,4.77,2.55
2015,7,4,5.92,4.55,3.05
2015,7,5,4.97,4.22,3.3
2015,7,6,4.34,5.16,2.83
2015,7,7,3.63,5.2,2.78
2015,7,8,3.74,4.35,2.16
2015,7,9,5.65,4.56,2.55
2015,7,10,5.49,4.78,3.24
2015,7,11,4.92,6.12,3.69
2015,7,12,5.65,6.65,3.11
2015,7,13,5.42,5.73,2.54
2015,7,14,5.37,4.17,0.69
2015,7,15,4.77,4.81,2.49
2015,7,16,4.83,5.23,1.45
2015,7,17,4.2,5.65,2.02
2015,7,18,3.5,5.94,2.64
2015,7,19,4.49,5.36,2.48
2015,7,20,4.9,5.32,1.3
2015,7,21,5.03,6.04,2.31
2015,7,22,4.73,3.4,1.46
2015,7,23,2.83,3.72,2.45
2015,7,24,5.61,3.77,2.38
2015,7,25,3.58,2.19,1.85
2015,7,26,2.26,2.82,2.72
2015,7,27,1.9,1.62,3.37
2015,7,28,3.42,3.3,2.59
2015,7,29,5.82,4.0,2.31
2015,7,30,4.02,4.24,2.81
2015,7,31,4.7,4.07,2.65
2015,8,1,4.85,4.43,2.44
2015,8,2,5.34,4.55,2.23
2015,8,3,5.9,4.62,1.3
2015,8,4,5.65,4.66,2.26
2015,8,5,3.89,4.49,3.33
2015,8,6,4.5,5.03,1.7
2015,8,7,4.57,5.91,1.67
2015,8,8,3.73,4.75,2.04
2015,8,9,4.02,3.25,2.23
2015,8,10,4.89,5.78,3.64
2015,8,11,5.88,6.47,3.64
2015,8,12,6.56,5.84,1.88
2015,8,13,5.33,4.66,0.96
2015,8,14,4.87,4.61,1.4
2015,8,15,5.75,4.93,1.57
2015,8,16,6.13,5.37,1.57
2015,8,17,6.42,5.06,1.91
2015,8,18,6.5,5.0,2.23
2015,8,19,6.62,4.53,3.17
2015,8,20,6.11,4.09,2.23
2015,8,21,3.81,4.41,2.8
2015,8,22,3.95,4.13,2.18
2015,8,23,3.41,4.68,1.77
2015,8,24,5.22,4.45,2.2
2015,8,25,4.5,4.88,1.47
2015,8,26,4.32,5.29,1.8
2015,8,27,4.63,4.99,1.56
2015,8,28,3.95,5.65,2.08
2015,8,29,5.74,5.88,3.73
2015,8,30,5.12,5.27,1.45
2015,8,31,5.04,5.73,3.33
2015,9,1,5.41,6.12,3.72
2015,9,2,5.59,5.16,3.25
2015,9,3,6.02,6.53,3.12
2015,9,4,6.49,6.55,3.49
2015,9,5,6.63,6.66,2.74
2015,9,6,5.49,5.29,2.49
2015,9,7,5.86,5.28,4.09
2015,9,8,6.39,6.59,2.14
2015,9,9,6.26,5.77,2.17
2015,9,10,6.36,7.13,2.2
2015,9,11,6.73,7.62,2.23
2015,9,12,6.55,7.62,2.55
2015,9,13,6.54,7.07,3.06
2015,9,14,6.01,5.27,2.11
2015,9,15,5.65,5.58,3.24
2015,9,16,6.1,6.91,2.86
2015,9,17,6.27,7.65,2.91
2015,9,18,5.08,10.76,5.41
2015,9,19,5.87,11.53,2.71
2015,9,20,5.65,10.87,1.91
2015,9,21,5.72,10.05,3.97
2015,9,22,6.28,9.12,5.2
2015,9,23,6.34,8.23,3.39
2015,9,24,6.0,6.08,3.48
2015,9,25,6.0,5.23,4.2
2015,9,26,6.11,5.98,3.74
2015,9,27,6.34,6.58,3.02
2015,9,28,6.35,7.59,2.69
2015,9,29,6.42,10.16,4.15
2015,9,30,6.23,12.73,3.46
2015,10,1,6.3,12.23,3.41
2015,10,2,6.29,10.12,2.64
2015,10,3,6.28,9.86,3.25
2015,10,4,5.93,7.71,3.09
2015,10,5,5.9,8.23,2.47
2015,10,6,6.02,8.41,2.34
2015,10,7,5.86,8.79,2.51
2015,10,8,5.86,9.29,2.61
2015,10,9,5.95,7.42,3.6
2015,10,10,5.61,5.92,3.48
2015,10,11,5.37,5.84,3.09
2015,10,12,5.7,7.18,2.4
2015,10,13,5.79,8.25,2.23
2015,10,14,5.61,8.97,2.77
2015,10,15,5.58,8.54,2.15
2015,10,16,5.61,7.86,1.57
2015,10,17,5.62,9.16,2.84
2015,10,18,5.44,8.42,1.77
2015,10,19,5.47,7.18,1.99
2015,10,20,5.44,8.98,4.81
2015,10,21,5.41,9.14,3.26
2015,10,22,5.47,10.15,4.16
2015,10,23,5.52,8.42,1.41
2015,10,24,5.52,7.92,2.87
2015,10,25,5.23,8.05,3.02
2015,10,26,5.22,8.99,4.02
2015,10,27,5.1,9.86,5.14
2015,10,28,5.08,10.19,3.54
2015,10,29,5.56,11.02,2.37
2015,10,30,5.4,11.16,2.3
2015,10,31,5.3,11.05,2.41
2015,11,1,5.01,10.37,3.14
2015,11,2,4.81,10.62,4.33
2015,11,3,4.53,10.09,3.16
2015,11,4,4.55,8.77,2.77
2015,11,5,4.68,10.05,5.44
2015,11,6,4.83,10.09,5.73
2015,11,7,4.8,11.16,4.49
2015,11,8,4.31,9.41,2.73
2015,11,9,4.24,9.69,3.38
2015,11,10,4.17,9.59,2.6
2015,11,11,3.69,10.43,3.86
2015,11,12,3.84,10.47,2.3
2015,11,13,4.28,8.09,2.13
2015,11,14,4.21,7.56,4.29
2015,11,15,4.75,8.49,1.98
2015,11,16,4.24,9.74,2.7
2015,11,17,4.54,10.61,2.75
2015,11,18,4.87,10.6,3.05
2015,11,19,4.58,11.77,3.93
2015,11,20,4.54,11.45,4.67
2015,11,21,4.57,11.12,4.19
2015,11,22,4.36,11.31,3.05
2015,11,23,4.07,10.86,4.02
2015,11,24,4.03,10.47,4.09
2015,11,25,3.88,10.72,3.98
2015,11,26,4.34,9.11,4.73
2015,11,27,4.55,9.27,3.18
2015,11,28,4.68,9.84,3.35
2015,11,29,4.43,11.7,2.3
2015,11,30,4.27,10.8,2.83
2015,12,1,4.22,9.57,2.08
2015,12,2,4.35,11.27,2.49
2015,12,3,4.55,10.8,3.71
2015,12,4,4.49,9.1,2.79
2015,12,5,4.52,8.05,1.62
2015,12,6,4.32,9.52,3.31
2015,12,7,4.15,9.08,1.76
2015,12,8,3.92,9.01,3.32
2015,12,9,3.76,8.82,2.66
2015,12,10,4.1,10.12,6.16
2015,12,11,4.27,12.53,5.76
2015,12,12,4.32,10.3,2.54
2015,12,13,4.52,10.02,2.78
2015,12,14,4.56,11.23,2.91
2015,12,15,4.64,11.49,3.87
2015,12,16,4.3,8.33,2.7
2015,12,17,4.28,10.55,4.59
2015,12,18,4.41,10.77,3.3
2015,12,19,4.29,8.73,2.34
2015,12,20,4.23,10.22,2.57
2015,12,21,4.2,9.81,2.45
2015,12,22,4.0,9.02,2.91
2015,12,23,4.02,9.26,6.43
2015,12,24,4.38,10.27,2.7
2015,12,25,4.18,10.67,3.85
2015,12,26,3.89,7.62,4.2
2015,12,27,4.17,9.39,2.31
2015,12,28,4.22,11.23,2.77
2015,12,29,4.39,11.02,2.59
2015,12,30,4.32,8.98,2.68
2015,12,31,4.22,10.84,3.71
2016,1,1,4.56,12.39,4.34
2016,1,2,4.21,9.23,1.98
2016,1,3,4.34,10.06,2.87
2016,1,4,3.49,7.47,2.82
2016,1,5,4.32,9.34,4.16
2016,1,6,3.72,5.83,5.27
2016,1,7,4.02,7.38,2.81
2016,1,8,3.96,8.27,3.61
2016,1,9,4.28,8.09,2.92
2016,1,10,4.43,7.25,2.12
2016,1,11,4.09,6.93,2.39
2016,1,12,4.18,7.77,2.99
2016,1,13,4.17,9.23,4.26
2016,1,14,4.25,8.27,2.91
2016,1,15,4.5,9.7,2.98
2016,1,16,4.52,8.02,3.45
2016,1,17,4.37,7.55,3.94
2016,1,18,4.45,8.91,4.2
2016,1,19,4.53,10.81,3.86
2016,1,20,4.64,8.3,2.34
2016,1,21,4.81,8.54,2.23
2016,1,22,4.82,7.98,3.04
2016,1,23,4.62,8.53,2.1
2016,1,24,4.39,9.66,3.41
2016,1,25,4.21,8.41,3.73
2016,1,26,3.96,7.8,3.34
2016,1,27,3.33,6.99,2.58
2016,1,28,4.3,7.16,4.73
2016,1,29,4.73,5.45,3.94
2016,1,30,4.83,7.2,2.41
2016,1,31,4.65,8.7,4.65
2016,2,1,4.8,9.15,4.05
2016,2,2,5.23,9.12,3.2
2016,2,3,5.11,10.36,2.73
2016,2,4,5.21,9.84,2.38
2016,2,5,5.1,9.82,2.73
2016,2,6,5.04,11.19,3.3
2016,2,7,5.3,8.96,3.44
2016,2,8,5.37,11.04,3.39
2016,2,9,5.35,9.49,3.29
2016,2,10,5.3,8.09,1.91
2016,2,11,5.12,9.91,5.81
2016,2,12,5.24,9.38,4.41
2016,2,13,4.93,10.49,5.53
2016,2,14,5.1,10.31,3.59
2016,2,15,5.35,9.9,2.7
2016,2,16,5.38,11.13,2.17
2016,2,17,4.93,12.26,3.4
2016,2,18,4.49,10.76,4.44
2016,2,19,5.13,8.46,2.59
2016,2,20,5.57,10.38,3.57
2016,2,21,5.76,11.55,3.28
2016,2,22,5.99,11.9,2.48
2016,2,23,5.86,11.44,2.12
2016,2,24,5.41,12.27,3.7
2016,2,25,5.16,11.72,3.34
2016,2,26,5.89,13.87,2.54
2016,2,27,5.91,12.73,3.84
2016,2,28,5.8,12.16,3.66
2016,2,29,5.96,9.57,2.18
2016,3,1,5.81,10.77,2.68
2016,3,2,5.86,9.54,4.47
2016,3,3,6.01,9.88,2.3
2016,3,4,5.73,6.44,5.7
2016,3,5,6.36,9.98,4.53
2016,3,6,6.3,9.83,3.88
2016,3,7,4.05,7.28,2.13
2016,3,8,5.12,8.3,3.77
2016,3,9,6.04,7.27,4.22
2016,3,10,5.19,6.09,5.34
2016,3,11,6.15,3.7,3.8
2016,3,12,6.53,8.3,2.76
2016,3,13,6.22,7.5,3.7
2016,3,14,6.49,9.02,3.09
2016,3,15,6.56,9.75,3.86
2016,3,16,6.34,9.32,4.92
2016,3,17,5.99,6.15,3.65
2016,3,18,6.22,7.83,2.52
2016,3,19,6.19,8.32,4.66
2016,3,20,6.73,10.04,4.21
2016,3,21,6.86,13.96,3.79
2016,3,22,6.79,12.97,4.17
2016,3,23,6.74,12.23,4.22
2016,3,24,6.37,7.66,4.68
2016,3,25,5.92,10.36,2.62
2016,3,26,6.62,11.02,5.53
2016,3,27,6.6,10.85,3.08
2016,3,28,6.36,11.02,3.11
2016,3,29,7.0,10.77,3.09
2016,3,30,6.57,7.47,3.77
2016,3,31,6.4,6.09,2.94
2016,4,1,6.34,7.06,3.59
2016,4,2,6.11,6.85,4.55
2016,4,3,5.08,6.01,4.34
2016,4,4,7.0,8.45,4.0
2016,4,5,6.32,7.04,3.73
2016,4,6,6.88,7.57,2.27
2016,4,7,7.16,9.04,2.76
2016,4,8,7.13,9.16,2.7
2016,4,9,5.6,5.89,2.59
2016,4,10,7.01,6.84,4.3
2016,4,11,6.76,8.05,3.41
2016,4,12,7.05,9.29,3.31
2016,4,13,7.18,8.95,3.47
2016,4,14,6.96,8.49,2.9
2016,4,15,6.58,5.55,2.94
2016,4,16,6.12,6.66,2.77
2016,4,17,7.35,8.28,4.02
2016,4,18,6.32,5.22,3.26
2016,4,19,7.01,6.71,1.58
2016,4,20,7.6,10.25,2.27
2016,4,21,7.61,9.17,4.27
2016,4,22,7.22,11.77,6.65
2016,4,23,7.53,12.07,3.79
2016,4,24,7.53,12.16,3.17
2016,4,25,7.2,10.68,3.66
2016,4,26,7.48,8.7,2.96
2016,4,27,7.14,10.78,3.41
2016,4,28,7.15,11.34,1.85
2016,4,29,7.33,10.13,3.01
2016,4,30,7.37,9.9,3.82
2016,5,1,6.64,8.57,3.6
2016,5,2,7.25,8.68,3.75
2016,5,3,7.58,8.76,3.81
2016,5,4,6.94,8.64,5.43
2016,5,5,6.87,8.39,3.07
2016,5,6,7.01,9.09,3.7
2016,5,7,7.01,7.52,3.16
2016,5,8,6.95,6.73,3.67
2016,5,9,7.11,7.89,3.06
2016,5,10,7.09,6.46,3.45
2016,5,11,7.3,7.55,3.22
2016,5,12,7.49,7.73,3.59
2016,5,13,7.31,7.77,3.98
2016,5,14,7.33,7.35,4.42
2016,5,15,6.97,7.76,1.99
2016,5,16,7.12,8.45,4.28
2016,5,17,7.5,10.42,5.53
2016,5,18,7.7,9.46,4.05
2016,5,19,7.54,7.84,3.84
2016,5,20,7.4,7.92,3.83
2016,5,21,6.74,5.38,2.45
2016,5,22,6.75,5.39,3.19
2016,5,23,7.06,5.48,3.88
2016,5,24,6.93,6.88,1.53
2016,5,25,7.07,5.87,2.62
2016,5,26,7.44,5.69,1.85
2016,5,27,7.36,4.73,1.39
2016,5,28,6.58,4.71,1.77
2016,5,29,6.37,5.11,2.44
2016,5,30,6.75,5.58,2.57
2016,5,31,6.48,4.96,4.19
2016,6,1,6.78,5.6,2.02
2016,6,2,7.45,5.77,3.16
2016,6,3,7.37,6.2,1.99
2016,6,4,7.56,7.58,2.27
2016,6,5,7.74,9.08,2.48
2016,6,6,7.6,7.0,2.67
2016,6,7,7.21,6.05,4.09
2016,6,8,7.06,6.34,3.69
2016,6,9,6.43,5.75,3.59
2016,6,10,5.79,5.71,5.13
2016,6,11,5.66,5.07,2.51
2016,6,12,6.63,4.52,1.81
2016,6,13,5.05,4.84,3.35
2016,6,14,5.99,4.7,2.7
2016,6,15,6.13,5.08,2.77
2016,6,16,6.16,10.84,4.25
2016,6,17,6.34,6.48,1.43
2016,6,18,6.83,5.06,3.34
2016,6,19,6.78,5.84,2.54
2016,6,20,6.51,5.84,1.61
2016,6,21,6.16,5.33,1.98
2016,6,22,6.26,4.76,2.48
2016,6,23,7.04,4.63,2.11
2016,6,24,7.2,7.21,2.45
2016,6,25,6.92,7.2,4.13
2016,6,26,5.77,7.42,3.96
2016,6,27,6.99,6.32,4.08
2016,6,28,7.0,7.8,4.92
2016,6,29,6.46,6.48,3.26
2016,6,30,7.08,4.71,2.23
2016,7,1,6.92,6.77,3.74
2016,7,2,5.9,3.13,1.91
2016,7,3,5.68,3.72,1.17
2016,7,4,5.06,4.63,1.08
2016,7,5,6.25,4.44,2.12
2016,7,6,4.65,4.2,1.57
2016,7,7,3.33,4.07,2.47
2016,7,8,3.65,4.61,2.67
2016,7,9,2.65,4.16,1.81
2016,7,10,3.0,4.58,1.36
2016,7,11,5.06,4.73,1.91
2016,7,12,4.41,5.54,2.09
2016,7,13,5.23,5.05,2.03
2016,7,14,5.56,4.92,2.29
2016,7,15,5.67,4.36,1.57
2016,7,16,3.89,4.01,1.5
2016,7,17,5.15,4.62,2.16
2016,7,18,4.0,4.39,1.38
2016,7,19,5.09,4.48,3.1
2016,7,20,5.32,4.3,1.38
2016,7,21,4.6,4.87,1.11
2016,7,22,4.5,4.67,1.66
2016,7,23,5.48,5.19,2.1
2016,7,24,6.18,5.71,1.03
2016,7,25,6.46,5.94,1.27
2016,7,26,6.51,5.34,2.2
2016,7,27,6.49,5.12,3.05
2016,7,28,5.92,4.95,1.53
2016,7,29,5.46,3.75,1.52
2016,7,30,4.47,5.16,2.19
2016,7,31,4.29,4.73,2.02
2016,8,1,3.68,4.59,1.74
2016,8,2,4.41,6.58,2.14
2016,8,3,5.27,6.52,1.87
2016,8,4,2.54,5.45,3.07
2016,8,5,2.25,2.16,2.33
2016,8,6,2.33,2.57,1.45
2016,8,7,3.16,3.19,1.43
2016,8,8,4.61,3.68,1.02
2016,8,9,3.76,3.67,1.75
2016,8,10,5.26,3.78,2.7
2016,8,11,5.96,4.92,2.62
2016,8,12,6.1,4.86,2.86
2016,8,13,5.44,5.38,1.62
2016,8,14,5.2,5.02,1.3
2016,8,15,4.94,4.58,2.02
2016,8,16,5.28,4.92,1.83
2016,8,17,6.05,5.02,2.38
2016,8,18,6.37,5.7,2.42
2016,8,19,6.25,5.5,3.58
2016,8,20,4.92,4.72,2.87
2016,8,21,5.41,6.18,1.64
2016,8,22,5.63,5.62,1.73
2016,8,23,5.84,5.78,2.12
2016,8,24,2.96,3.72,1.66
2016,8,25,5.39,5.39,1.88
2016,8,26,6.1,6.75,2.37
2016,8,27,5.44,7.06,2.86
2016,8,28,3.44,5.64,1.02
2016,8,29,6.75,5.4,3.2
2016,8,30,6.41,5.36,1.68
2016,8,31,6.13,5.24,2.11
2016,9,1,5.12,5.61,2.77
2016,9,2,6.09,5.19,1.83
2016,9,3,6.18,5.22,3.19
2016,9,4,5.42,4.4,2.53
2016,9,5,5.01,4.19,2.54
2016,9,6,6.19,4.48,2.58
2016,9,7,6.29,4.48,2.86
2016,9,8,6.66,5.18,1.98
2016,9,9,6.49,4.98,2.16
2016,9,10,6.42,4.63,2.56
2016,9,11,5.39,4.48,1.96
2016,9,12,5.27,5.18,2.26
2016,9,13,6.66,5.88,3.52
2016,9,14,6.65,6.8,2.23
2016,9,15,6.62,7.01,1.48
2016,9,16,6.57,6.87,1.26
2016,9,17,6.43,5.88,1.88
2016,9,18,6.29,6.25,1.64
2016,9,19,6.02,6.27,1.81
2016,9,20,6.04,5.78,2.75
2016,9,21,6.28,5.3,2.62
2016,9,22,6.31,6.25,3.37
2016,9,23,6.24,5.91,3.48
2016,9,24,6.18,4.88,2.72
2016,9,25,6.12,5.72,2.49
2016,9,26,6.27,5.84,2.37
2016,9,27,6.17,5.45,2.77
2016,9,28,5.15,5.53,2.84
2016,9,29,3.89,5.88,2.32
2016,9,30,5.91,6.84,1.95
2016,10,1,6.14,7.96,2.3
2016,10,2,3.66,8.6,2.82
2016,10,3,5.32,7.91,2.45
2016,10,4,5.1,6.09,2.13
2016,10,5,4.8,6.95,2.12
2016,10,6,5.4,7.23,1.5
2016,10,7,5.62,7.8,2.13
2016,10,8,5.56,7.31,2.9
2016,10,9,5.55,9.88,2.35
2016,10,10,6.15,10.51,3.16
2016,10,11,5.94,9.74,3.7
2016,10,12,5.9,9.8,3.3
2016,10,13,5.53,7.74,2.08
2016,10,14,5.8,8.47,2.5
2016,10,15,5.74,7.53,3.12
2016,10,16,5.88,8.3,2.9
2016,10,17,5.86,8.48,2.12
2016,10,18,5.88,7.73,2.57
2016,10,19,5.62,7.58,2.33
2016,10,20,5.28,8.46,2.5
2016,10,21,5.35,9.15,3.34
2016,10,22,5.35,7.45,2.57
2016,10,23,5.39,7.02,2.54
2016,10,24,5.13,6.03,2.49
2016,10,25,5.19,8.56,1.68
2016,10,26,5.37,9.76,3.12
2016,10,27,5.39,9.47,3.97
2016,10,28,5.47,9.79,2.53
2016,10,29,5.44,8.91,3.5
2016,10,30,5.21,8.96,3.47
2016,10,31,4.92,10.67,4.32
2016,11,1,4.9,11.56,1.93
2016,11,2,4.79,11.0,3.63
2016,11,3,4.65,11.05,3.8
2016,11,4,4.63,10.52,2.35
2016,11,5,5.01,8.87,2.93
2016,11,6,4.98,8.87,3.32
2016,11,7,5.06,9.7,2.59
2016,11,8,5.16,9.8,4.16
2016,11,9,5.16,9.35,1.83
2016,11,10,5.14,9.25,3.57
2016,11,11,5.06,11.23,3.65
2016,11,12,5.05,11.33,5.57
2016,11,13,4.67,11.3,3.52
2016,11,14,4.61,10.2,3.42
2016,11,15,4.67,9.13,1.48
2016,11,16,4.47,11.88,2.91
2016,11,17,4.7,12.05,4.18
2016,11,18,4.68,10.38,2.8
2016,11,19,4.76,8.95,2.2
2016,11,20,4.8,7.84,1.56
2016,11,21,4.89,7.73,1.43
2016,11,22,4.83,8.93,2.87
2016,11,23,4.76,10.24,2.39
2016,11,24,4.61,11.85,3.52
2016,11,25,4.51,11.67,3.86
2016,11,26,4.59,11.77,3.33
2016,11,27,4.67,11.52,2.62
2016,11,28,4.66,10.32,3.53
2016,11,29,4.74,8.77,1.74
2016,11,30,4.58,9.04,1.77
2016,12,1,4.37,11.45,3.18
2016,12,2,4.29,10.95,3.34
2016,12,3,4.34,9.91,2.8
2016,12,4,4.33,10.44,3.09
2016,12,5,4.49,10.77,3.04
2016,12,6,4.45,10.73,3.34
2016,12,7,4.51,11.95,1.67
2016,12,8,4.38,9.52,3.26
2016,12,9,4.44,7.98,3.07
2016,12,10,4.22,7.14,2.51
2016,12,11,4.09,8.41,1.98
2016,12,12,3.99,6.54,2.01
2016,12,13,4.28,9.11,4.44
2016,12,14,4.15,9.76,4.55
2016,12,15,4.34,11.01,3.73
2016,12,16,4.27,8.85,1.96
2016,12,17,4.22,8.48,1.89
